,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,avg,SensorID,lat,lon
mean,423.14835164835165,263.63621056362996,173.8024636653669,201.84748316199926,395.3139844026941,813.7146401985111,1303.0219780219782,1374.8966678482807,1306.9641970932294,1265.3142502658632,1339.2546969159873,1412.2390996100673,1496.2644452321872,1554.328341013825,1614.1532258064517,1679.7029422190712,1683.7040056717476,1727.5499822757886,1577.9403580290677,1391.7267812832326,1237.3251506557958,1064.5212690535272,908.5879120879121,676.4671215880893,1120.2260649296938,1215524,33.67238,-84.41434
